Epoch,D Train Loss,D Validation Loss,G Train Loss,G Validation Loss
1,0.34637114791810014,0.604625816822052,65.98208709460347,45.6827777709961
2,0.06867227704960759,0.6568982515335083,41.672556733203535,38.33573736572266
3,0.03696918408409888,1.146376407623291,35.42567326008773,32.70766464233398
4,0.11826743540142765,0.9985274133682251,30.262212258346942,28.396856658935548
5,0.04874716884761798,1.0181984529495238,28.047898346075492,27.420620025634765
6,0.20266753427120818,1.027702070236206,27.013577400015183,27.597491241455078
7,0.36671968273755884,0.652438602924347,25.381189589300075,26.36542921447754
8,0.1857335849744933,1.2232574157714844,26.062399892726866,29.15206442260742
9,0.14484012508091806,1.0824466724395752,26.187407516992394,28.15156411743164
10,0.15259183618200928,0.8359098415374756,25.71131484921239,28.190292800903322
11,0.04024956345965131,1.4143446235656738,26.12429189088966,27.57946585083008
12,0.24790549548734137,0.7292646660804748,24.942316532936417,25.292886459350587
13,0.09697600713860588,1.0171080689430236,24.050285616321723,28.767690368652342
14,0.0972352299995783,1.0709029111862183,24.680765428943793,27.29282241821289
15,0.10449266182524818,1.108028576850891,24.41781243588744,27.905548095703125
16,0.026436151049154647,1.1868505277633667,24.350961885852975,28.303729125976563
17,0.02006626673136689,1.9311332063674926,24.52443803739147,28.23285827636719
18,0.02028899327890963,1.9414749698638916,24.311895825041443,27.79691648864746
19,0.011958133713224855,1.3922070751190185,24.211277368369224,27.486003128051756
20,0.011406725259075145,2.0119184494018554,24.334465280741203,28.237766250610353
21,0.14010899434069626,0.6839079298973083,23.49853715592072,27.06641474914551
22,0.07355605770434652,1.176286376953125,23.560312296763186,28.172293701171874
23,0.06612438083696766,1.3138896131515503,23.47927544281262,27.574192794799806
24,0.0924161323638899,1.2889689674377443,23.503039785433216,28.291295303344725
25,0.02377430691156818,1.9676170663833619,23.851579469953265,27.876987838745116
26,0.031141479861836473,1.1967693796157837,23.496480716096254,26.81407585144043
27,0.18411116313877976,1.342087963104248,23.07301429171522,27.347478454589844
28,0.041153558342396715,1.2136064443588257,23.256267516192267,27.68442726135254
29,0.16340030927899754,1.5076580028533935,23.005742589485745,28.34215165710449
30,0.027635339141643348,2.1029710960388184,22.807251894654346,29.08051281738281
31,0.014836183594805853,1.3339930229187011,22.760193600694674,27.74401300048828
32,0.016721886574533305,2.329808946609497,23.47196472552644,28.16293296813965
33,0.01587785433320438,1.6116858940124512,22.89500230612875,27.65314973449707
34,0.013603337714839884,2.307674472808838,23.392653160415776,28.50954020690918
35,0.01695061179112737,2.2116084213256837,23.142280268308497,28.64808642578125
36,0.01004213567901434,2.0952478160858155,23.815666087174616,28.32417791748047
37,0.01178891248312317,1.5720655946731568,22.97670559346175,28.6668777923584
38,0.2361647374211114,1.4279270849227905,21.990195297112987,27.519248458862304
39,0.026671300616835345,2.3822883949279787,22.900978835931344,28.69364302062988
40,0.014916943524095441,1.871846510887146,22.46192203104997,27.532029083251953
41,0.011803209721541204,1.7949182300567628,22.06124157368636,27.807206481933594
42,0.22712204020564294,1.1011891450881959,22.07552850098169,26.537641021728515
43,0.4780288879811263,1.0907969036102294,18.34990840431021,27.799417739868165
44,0.31056208954137915,0.7402353920936584,20.497256274183258,26.869637908935548
45,0.10570652312372161,1.3194347906112671,21.840352847956808,28.10539926147461
46,0.06208821909016922,1.2919126653671265,21.296563473228648,26.531664184570314
47,0.01751275374233222,1.5323831233978271,21.45959529203527,26.510494537353516
48,0.016783567360218833,1.48819935131073,21.508073317583868,28.97987257385254
49,0.05912332838573375,1.4403878421783447,22.35105893944492,26.685712631225584
50,0.018485221447376143,1.8758885803222656,21.426015757712996,28.388968154907225
51,0.011528663331908839,1.7728381500244141,21.636159559618527,27.39693534851074
52,0.01401330411512436,1.6571925563812255,21.67645770673992,27.516780487060547
53,0.015657412725492936,2.1557548542022706,22.050668066329315,29.26829119873047
54,0.02859618634196828,2.693777145385742,22.583601662772043,29.986340209960936
55,0.32747282675835265,0.8846698141098023,21.29842448130375,28.24675996398926
56,0.23837424484997236,2.5535554866790773,21.17537834231593,29.208935638427736
57,0.03504990217393311,2.200772241592407,21.81578443254743,28.318345306396484
58,0.04862784922248175,1.4586866855621339,21.54280915845342,27.833547790527344
59,0.020949454929585717,2.329824806213379,22.082314215267406,29.03579867553711
60,0.03902795279163773,2.3384473838806152,22.107138451327796,29.24048876953125
61,0.02183512312422718,2.4540210266113283,22.625947032255286,27.927085357666016
62,0.01802287504969149,2.31918789100647,21.503986777938714,28.18983369445801
63,0.008434197994089928,2.1406445541381838,21.992379599178538,29.331636016845703
64,0.009631535863785559,2.6907318477630615,21.868298833510455,29.32578009033203
65,0.01618307837731197,2.3659952907562256,22.013393007166247,28.66538201904297
66,0.4057449530753769,0.7187698101997375,19.51508605957031,25.389140441894533
67,0.32655977101886974,1.21381201171875,19.33052687252269,27.78614569091797
68,0.23278270753867486,1.3059894933700562,20.62123565802053,26.910932861328124
69,0.14567645786189232,2.1736035690307616,21.45719310856667,31.574941955566405
70,0.011063237653403472,2.679949598312378,22.338163011054032,29.353770309448244
71,0.008519486874780234,1.5512874002456665,21.57162343321728,26.951020599365233
72,0.007194188484499434,1.7214057455062866,21.857440207986272,27.212836532592775
