Epoch,D_Y Train Loss,D_Y Validation Loss,D_X Train Loss,D_X Validation Loss,G Train Loss,G Validation Loss
1,0.21357188536615593,0.29797728248415534,0.6214170220450763,0.5415679144729031,10.718411429085,10.40132124437009
2,0.18427206100522112,0.36472250485897934,0.6109343854180218,0.8920632617069724,10.487688683245304,10.60573012277294
3,0.1598564633924555,0.30010719247203055,0.607502701998192,0.4628197849339692,10.51303773552832,10.27471987753835
4,0.13984714382554125,0.2866355030371626,0.6066220085116198,0.2910818534687786,10.58225976289624,10.096089778267839
5,0.1436074495703886,0.48490866318426495,0.6062813563285953,0.2960323605055366,10.506689422322015,10.857694688390513
6,0.12412086569697317,0.5809327627791733,0.6056962835527685,0.5525079500914054,10.54670141561188,11.309548942552022
7,0.1291656766777661,0.6076671876325416,0.6056508249501242,0.6854429167910786,10.538449055086957,11.60578933569903
8,0.12027209163320515,0.2492150695814678,0.605432705178748,0.3410341483973415,10.538508518768923,10.83375172189459
9,0.11615685126268352,0.40393814981960857,0.605330895496546,0.23032136285891297,10.528417638618581,11.091670670361683
10,0.10708195851337382,0.5888688312419342,0.6052868632178237,0.2174379142690009,10.546508545423077,12.219001806498877
11,0.11541189752811444,0.6996397285947817,0.60550220696813,0.26217203376940257,10.50585615373876,11.348781354657506
12,0.10829427081116061,0.49586431565397643,0.6051540360616071,0.6540831214526095,10.487539179133673,11.008571435410685
13,0.09980902338211839,0.2771316487715327,0.6051271904232728,0.24438518657601813,10.499173897026228,10.913736946161544
14,0.09275944648398916,0.25720432313847846,0.6051191847472295,0.23842959825241283,10.506841005200018,9.903623473231693
15,0.09247553303164777,0.2324517425183607,0.6051424939702027,0.24044546246094348,10.515959765789283,10.607167704292117
16,0.09066735882903483,0.5172093686510305,0.605098996610537,0.22325404121358972,10.50293539997435,10.879188982298249
17,0.09103640542878857,0.27710682902831196,0.6050869948672553,0.25283197513043554,10.481590167449339,10.46892084667157
18,0.0867979199779356,0.44528304005146896,0.6050774238622971,0.34412959690302447,10.483594898759884,10.916191799393117
19,0.08228402482396685,0.3577138622493258,0.6050812907136269,0.23906610295420788,10.495019867472404,9.759273124305711
20,0.08081648147212049,0.5408162842682802,0.6050055604020175,0.25177262357023894,10.481112576749203,11.076638348549876
21,0.07967545072094327,0.2584993768150906,0.605006605386734,0.2940254050200103,10.477459400239653,10.109672164222147
22,0.079509431749912,0.26023832381531625,0.605040518308643,0.2596887914643696,10.4687472146793,9.953177615375902
23,0.07832797638431233,0.7214329253563246,0.6050488249446354,1.4560726904912507,10.45753985773908,10.96844344495207
24,0.07843501289225571,0.2990791843237121,0.6050083294075771,1.0093890802022103,10.450910373325765,10.28651274488272
25,0.07702822348716444,0.3961301654414401,0.6050043714633824,0.3313758868337329,10.439707128670964,10.253235530332137
26,0.07426155631895259,0.5496507089428997,0.605030811072266,0.4535954415472479,10.440947509160006,10.923420153897533
27,0.0780356361719365,0.4409706543703548,0.6050357595086098,1.1773893390196921,10.424810809810666,11.222867295173131
28,0.07270907321570944,0.7944218518521182,0.6049804237202137,0.2978914480500317,10.430361613740017,11.528081940822913
29,0.0755298741350467,0.4225301796838451,0.6050043877241386,0.7963689873995894,10.41553749655285,10.031098949453218
30,0.07363814831223597,0.3777678068761183,0.604963212280813,0.7018796783110266,10.406469704460923,10.263007537480478
31,0.08043938187328269,0.324012743862166,0.6050349169403967,0.3921781081319507,10.396549213541686,9.89299526110373
32,0.07146602515262945,0.5019670160307476,0.604917761455052,0.30918807914999663,10.402937975243061,10.438706773226379
33,0.07449735524889123,0.5354145851074456,0.6050113691356931,0.6149620918628297,10.386946418859663,11.57400020050438
34,0.0722520057227544,0.31375502584627635,0.6049865336313734,0.9401598101539473,10.38002590628436,10.369070775739049
35,0.07601477788339783,0.6686370572540061,0.6049740103474499,0.30378090249601825,10.38107212094495,11.573310905901243
36,0.07462416940757896,0.8635367971517567,0.6049519461328096,0.29530912833135636,10.36628557469723,11.255876766962215
37,0.0745411174672224,0.3829914190295833,0.6049887053940418,0.36705999502501635,10.365194294574486,10.624564143043616
38,0.0715640012432318,0.46613350825448724,0.6049372880672016,0.9141908327087027,10.368773149747918,9.593198666807082
39,0.07707489842895664,0.3411184904353866,0.6050062363926512,0.4476742347081502,10.356821162857278,10.247245998764733
40,0.07396412323769454,0.3083434662423716,0.6049355303284025,0.6207160354746278,10.34883525510774,9.864381691145766
41,0.07342131341464246,0.3191345403537507,0.6049469621294606,0.589106990014269,10.35706467350034,9.71034717038681
42,0.0764066847364153,0.43334599270846674,0.604959632847866,1.4679720614560097,10.34682294313055,10.458511666956278
43,0.07328622435885787,0.30767932425648353,0.604917078503292,0.4718325221690541,10.345805526649865,10.14498557940207
44,0.07630759518785593,0.48833010642906355,0.6049617090581978,0.35118087415052457,10.336087454844565,10.314213495654052
45,0.07591696025932847,0.3260463918058816,0.6049335366726791,0.35188228673622257,10.326603808542238,10.400099373906036
46,0.07675062275464463,0.3284333408530293,0.6049454725571792,2.2734274330034934,10.323373015779648,9.949798912298483
47,0.0754176155136334,0.4865586729431847,0.6049541958274632,0.3459650180378898,10.32389359665613,10.788361379140497
48,0.07691581742744553,0.6426171479112246,0.6049362283988591,1.1835734538041829,10.329323694653755,10.818407366184589
49,0.07978244866652373,0.4764525785037946,0.6049709870432415,0.4382801770295385,10.310512044133931,10.344725433377404
50,0.07545786342383057,0.484098485475898,0.6049287089683714,0.32138147977314796,10.319538495836467,10.438131024928692
51,0.07660918037770792,0.5788046579760497,0.6049588553226777,0.7736006169588405,10.31358315909866,10.97173130403668
52,0.07686257554323542,0.3758981479213103,0.6049247621728556,0.3000076441382667,10.313448980776933,9.755101963036264
53,0.07867771223269023,0.6073404491924849,0.6049086658732734,0.2851557314721613,10.30505383101693,9.901570266278933
54,0.07407763936084416,0.336190056442563,0.6049269255060349,0.38462888423645214,10.311137045386934,9.983129989471157
55,0.07906440121289954,0.45570175732419793,0.6049214332860752,2.2139917748873352,10.298934644156128,9.720250114065703
56,0.08017187714355788,0.42307676779333575,0.6049240056398141,0.48452229925409257,10.295242103346943,10.473473814667248
57,0.07642469154993739,1.16045992535103,0.6049116009125745,0.46200194678019957,10.299142666106677,11.689500072180465
58,0.07962641207480899,0.329601142575832,0.6049304158583174,0.25587013564691735,10.287742953230865,10.316636948854763
59,0.07939755141626309,0.35140009862260524,0.60493605252165,0.9857528276999357,10.282664104099691,10.071072102461573
60,0.07686126955791656,0.40838998284713385,0.604928212607429,1.934433002506666,10.296691108794107,10.339060614886396
61,0.08037315290395755,0.9854715680381205,0.604942782027443,1.8016526959632915,10.287944033198112,11.62953241449019
62,0.07969485726131018,0.5126580263747543,0.6048996812888305,0.25248640211119244,10.27992416820387,10.974212359860946
63,0.08288026777398602,0.35413546727220435,0.6049464035534511,1.3834771649650754,10.276042972167913,9.932293547958624
64,0.08293283204242152,0.3003386065825304,0.6049441598410153,1.7854269571425918,10.262177793648991,10.000459750927645
65,0.07802320292676683,0.3107554993451402,0.6049102805282948,2.3008552440094383,10.27331128433673,10.577545492592622
66,0.08203303465920493,0.9288525286050876,0.6049424909109616,4.586719000491505,10.275759228824699,11.388753524460645
67,0.08254272714435687,0.7427052781664392,0.604911946847926,1.1273585783762141,10.263823927754034,10.885803062841974
68,0.08152162911409484,0.42050904931266453,0.604923759607503,3.510844272342536,10.264654927010083,10.174953950558855
69,0.07914636182738129,1.263932116696092,0.6048927430036294,1.564892703501036,10.26912011891386,11.773427150288565
70,0.08371075377612626,0.8013388815256198,0.6049251166464639,1.3898916969750965,10.26612946064803,11.058374246830063
71,0.0816636168284097,0.7585966704321689,0.6049124145486059,0.45744110120015935,10.25574003605947,10.867034215527589
72,0.08117103012895592,0.44301692845608587,0.6048995704002624,0.8582316709780736,10.261009586118433,10.07509306784319
73,0.08514513481573209,0.3376896049155564,0.6049937031564921,3.299410903822963,10.246909174605877,9.937990372732472
74,0.08147378664006595,0.2921679417292277,0.6049196881643177,0.7287704148796303,10.254923279268029,9.83653554933753
75,0.08270225801460962,0.3136987433190337,0.6049358518998118,0.5007311168698448,10.255415095029957,11.246325904554357
76,0.08527520720687198,0.3492433686074012,0.6049528707661768,0.31126696066778214,10.241921206460383,9.70888157446745
77,0.08171072243593878,1.6063533630527433,0.6049179745851642,0.5394810139590057,10.248629804075199,12.329298625661158
78,0.08769581945618125,0.681346342429003,0.6049641136379138,2.353458762820301,10.23548684329012,10.979249759667123
79,0.08943646994332721,5.618896060519749,0.6049864128993375,2.228001472945639,10.234488982353767,18.60214603403227
80,0.08292835914779685,0.3277442816828118,0.6049170240107244,4.311541544283674,10.232343938228858,9.802643016822135
81,0.08676999686608758,0.296083240886855,0.6049653951921602,1.0962179482308894,10.235300707120965,10.18395728404839
82,0.088870387354417,0.3277447661198336,0.6049342740626231,0.44324956750174904,10.22281556755957,10.047776710357388
83,0.08478148964855711,0.7883892286236386,0.6048995166146842,0.6224747237177711,10.23451469762482,9.866612170346231
84,0.0851554937221375,0.6569969189405875,0.6049336622448733,2.335944512285604,10.233156587955726,9.567777072579917
85,0.08752273515216924,0.44091118076894237,0.6049723302143334,1.0106607421499785,10.224381878428215,9.894698283711417
86,0.0890417834238258,0.4285699914061958,0.6049297608054467,0.3814199064707278,10.21740202573094,10.38872537456575
87,0.08811202128868156,0.3859887563900001,0.6049232594396946,0.9451848722329339,10.217976708481782,9.722298804528075
88,0.08644234851668894,0.42004676605617197,0.6049493953150554,1.136694601324738,10.225717613296787,10.21732448098438
89,0.08576302693300221,0.4356262249047639,0.6049494220718851,0.423167942651634,10.228139296935423,9.818104059535514
90,0.09064281664501508,0.6555537391447196,0.6049681237905565,0.763501307786271,10.213735790148268,10.043368052915145
91,0.08810033015294993,1.0383410019518464,0.6049208476269332,2.9951180855867423,10.213582938604981,10.107393636512409
92,0.09607528187045623,0.3464659110444491,0.6050095658232696,1.005658940105056,10.202212642579184,9.901855845703237
93,0.085008991852039,2.5086990232241826,0.6049116761253698,2.2586163653702034,10.213477490592178,11.22093936002971
94,0.09010013287723825,0.4180053993652427,0.6049564487851449,1.506340108933996,10.208891932981727,10.531688290649859
95,0.08586434281582393,0.3764291514247276,0.6049413848532378,3.508930363507436,10.215464786021379,9.736476555982357
96,0.08938219436796137,0.43114265750666136,0.6049246429091822,2.1644382967540694,10.209887971843246,9.786485753641319
97,0.08886939060643152,0.5674835763776671,0.6049831387770437,0.4897522780304615,10.210328591130946,9.605080057363041
98,0.09057489513711882,0.3708625443429026,0.6049561059496699,13.120862008878225,10.200713480476045,10.442070247045631
99,0.08706590943769246,0.6457050571893299,0.6049252168758072,0.9108884204280833,10.207323297967006,9.910110626498641
100,0.08896330925958898,0.6345353966853657,0.604969843080009,1.395272480768367,10.210533846033751,9.922499951986232
101,0.09111407835989932,0.43543645723269936,0.6049634728879825,0.7268043528489077,10.202188946904927,9.87200334684445
102,0.0897548322954188,0.6829776632546944,0.6049513838587016,2.8015772449514253,10.202631543152524,9.758309379952852
103,0.08815235930518757,0.6034039380554728,0.6049357722275448,2.710557588896899,10.203300298565496,9.658849929851261
104,0.09034297345325105,0.37397769614647,0.6049542126864412,1.557916011098087,10.200642792847905,9.918014409980705
105,0.08560260388673875,0.34944590768744604,0.6048808612853941,5.078376904645687,10.209982593564222,10.474874468666174
106,0.09115320576072745,0.387130933218315,0.6049379900532917,1.0849578849604873,10.18891585482298,10.23818321610192
107,0.09159938937025892,0.4359557438635001,0.6049400198198583,3.0271548946915647,10.190862627795143,10.73340932919028
108,0.08776652200927577,0.5957715008645327,0.6048974189771353,2.032847733662645,10.194164771233162,10.709853634373955
109,0.08524304392100074,0.3672279109720324,0.6048813636285545,0.9852863191906872,10.20356622838626,10.162572992738262
110,0.08890017335911546,0.43511703311854155,0.6049430652582732,1.8175139930947448,10.19575440274538,9.924107185044141
111,0.08627115945411629,0.5287058166684566,0.6048915291028302,0.36215359493682947,10.195426819968398,9.52442821648603
112,0.0869390487927522,0.42759315292257644,0.6048804672203795,2.399737835364698,10.197657618209393,9.970219120518975
113,0.08782536622619487,0.33256022211415304,0.6048858310945713,0.9204277062893782,10.191455342473775,10.074714473036469
114,0.08372530293010216,0.5237088044918734,0.6048545769966431,0.466103835184066,10.198044398405257,10.12049718241874
115,0.08695307795177588,0.5222634878314909,0.6048691971567426,0.4313636528012531,10.194789820343908,9.76445387577967
116,0.0853904260821253,2.6121165270362394,0.6048575088272999,0.30123020510421644,10.193219381527308,10.687044709975169
117,0.08859660192120848,0.37038432802658916,0.6048546424747383,0.7153980077290144,10.185362252875835,10.157152089047736
