Epochs,Discriminator Train Loss,Discriminator Validation Loss,Generator Train Loss,Generator Validation Loss
1.0,0.4385446183224942,0.6235843896865845,52.803092794215424,36.34833526611328
2.0,0.2341264156585044,0.6904282569885254,32.236416431183514,31.043380737304688
3.0,0.12908107676404587,0.8312004804611206,28.12024185505319,27.554458618164062
4.0,0.13789116068089263,0.8161892294883728,26.46263349817154,26.41840934753418
5.0,0.14791988819203478,0.8184257745742798,25.258207280585108,25.798866271972656
6.0,0.11361064302160385,0.7982367277145386,24.581514399102392,25.446718215942383
7.0,0.19018325399845204,0.8045203685760498,23.71235299617686,22.309173583984375
8.0,0.09970754258176114,0.9502618312835693,23.11647066156915,23.65981674194336
9.0,0.05731359441229637,0.8831261396408081,23.052568151595743,23.721942901611328
10.0,0.30455224057461355,0.9346427321434021,21.506746332696142,22.297077178955078
11.0,0.14763552077273104,0.9100179076194763,21.35610896983045,21.877891540527344
12.0,0.1760164423191801,0.8256255984306335,21.188505132147608,21.98887825012207
13.0,0.1268440104545431,1.0297988653182983,20.879649060837767,21.2431583404541
14.0,0.15273961615055165,1.1173659563064575,20.28057601604056,20.831920623779297
15.0,0.077075775633467,1.2637592554092407,20.38671615275931,20.486202239990234
16.0,0.04256817635069502,1.4664311408996582,20.458693484042552,20.489795684814453
17.0,0.33419312822057845,0.7563204765319824,18.539296251662233,19.60158348083496
18.0,0.12410729996701504,0.9935023188591003,19.48206865026596,19.397125244140625
19.0,0.1161279779799441,1.4564026594161987,19.15830311876662,20.14044952392578
20.0,0.03828415718484432,1.6178275346755981,19.56110787898936,21.452322006225586
21.0,0.025072120605631076,1.1878005266189575,19.29498940325798,19.993776321411133
22.0,0.044913991968682475,1.0146404504776,19.097953634059177,20.028385162353516
23.0,0.2848493089067175,1.1324248313903809,17.62367540724734,19.0371150970459
24.0,0.08933517780709774,1.5510993003845215,18.35610117810838,19.88562774658203
25.0,0.06789455515273074,0.9774565696716309,18.44934991065492,20.003141403198242
26.0,0.3274539379363364,0.9927785396575928,16.82089558053524,19.007896423339844
27.0,0.04684749562689598,1.6438651084899902,17.992943297041222,19.71596336364746
28.0,0.16824498075119992,1.4403809309005737,17.89074447307181,19.960779190063477
